LineId,Content,EventId,EventTemplate
920,Saved output of task 'attempt_201706092018_0024_m_000044_1129' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000044,,
921,attempt_201706092018_0024_m_000044_1129: Committed,,
922,Saved output of task 'attempt_201706092018_0024_m_000043_1128' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000043,,
923,Saved output of task 'attempt_201706092018_0024_m_000040_1125' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000040,,
924,attempt_201706092018_0024_m_000043_1128: Committed,,
925,attempt_201706092018_0024_m_000040_1125: Committed,,
926,Saved output of task 'attempt_201706092018_0024_m_000042_1127' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000042,,
927,attempt_201706092018_0024_m_000042_1127: Committed,,
928,Saved output of task 'attempt_201706092018_0024_m_000041_1126' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000041,,
929,attempt_201706092018_0024_m_000041_1126: Committed,,
930,Finished task 44.0 in stage 24.0 (TID 1129). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
931,Finished task 43.0 in stage 24.0 (TID 1128). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
932,Finished task 40.0 in stage 24.0 (TID 1125). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
933,Finished task 42.0 in stage 24.0 (TID 1127). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
934,Finished task 41.0 in stage 24.0 (TID 1126). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
935,Got assigned task 1135,16,Got assigned task <:NUM:>
936,Running task 80.0 in stage 24.0 (TID 1135),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
937,Got assigned task 1136,16,Got assigned task <:NUM:>
938,Running task 81.0 in stage 24.0 (TID 1136),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
939,Got assigned task 1137,16,Got assigned task <:NUM:>
940,Running task 82.0 in stage 24.0 (TID 1137),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
941,Got assigned task 1138,16,Got assigned task <:NUM:>
942,Running task 83.0 in stage 24.0 (TID 1138),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
943,Got assigned task 1141,16,Got assigned task <:NUM:>
944,Running task 84.0 in stage 24.0 (TID 1141),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
945,Found block rdd_16_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
946,Found block rdd_16_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
947,Found block rdd_16_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
948,Found block rdd_16_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
949,Found block rdd_16_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
950,File Output Committer Algorithm version is 1,,
951,File Output Committer Algorithm version is 1,,
952,File Output Committer Algorithm version is 1,,
953,File Output Committer Algorithm version is 1,,
954,File Output Committer Algorithm version is 1,,
955,"Times: total = 37, boot = -87, init = 124, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
956,"Times: total = 39, boot = -79, init = 118, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
957,"Times: total = 39, boot = -86, init = 125, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
958,"Times: total = 42, boot = -81, init = 122, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
959,"Times: total = 41, boot = -83, init = 123, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
960,Saved output of task 'attempt_201706092018_0024_m_000083_1138' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000083,,
961,attempt_201706092018_0024_m_000083_1138: Committed,,
962,Saved output of task 'attempt_201706092018_0024_m_000084_1141' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000084,,
963,Saved output of task 'attempt_201706092018_0024_m_000080_1135' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000080,,
964,attempt_201706092018_0024_m_000084_1141: Committed,,
965,attempt_201706092018_0024_m_000080_1135: Committed,,
966,Saved output of task 'attempt_201706092018_0024_m_000082_1137' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000082,,
967,attempt_201706092018_0024_m_000082_1137: Committed,,
968,Saved output of task 'attempt_201706092018_0024_m_000081_1136' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000081,,
969,attempt_201706092018_0024_m_000081_1136: Committed,,
970,Finished task 83.0 in stage 24.0 (TID 1138). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
971,Finished task 84.0 in stage 24.0 (TID 1141). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
972,Finished task 80.0 in stage 24.0 (TID 1135). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
973,Finished task 82.0 in stage 24.0 (TID 1137). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
974,Finished task 81.0 in stage 24.0 (TID 1136). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
975,Got assigned task 1145,16,Got assigned task <:NUM:>
976,Running task 120.0 in stage 24.0 (TID 1145),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
977,Got assigned task 1146,16,Got assigned task <:NUM:>
978,Running task 121.0 in stage 24.0 (TID 1146),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
979,Got assigned task 1147,16,Got assigned task <:NUM:>
980,Running task 122.0 in stage 24.0 (TID 1147),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
981,Got assigned task 1150,16,Got assigned task <:NUM:>
982,Running task 123.0 in stage 24.0 (TID 1150),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
983,Got assigned task 1151,16,Got assigned task <:NUM:>
984,Running task 124.0 in stage 24.0 (TID 1151),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
985,Found block rdd_21_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
986,Found block rdd_21_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
987,Found block rdd_21_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
988,Found block rdd_21_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
989,Found block rdd_21_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
990,File Output Committer Algorithm version is 1,,
991,"Times: total = 40, boot = -82, init = 122, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
992,Saved output of task 'attempt_201706092018_0024_m_000124_1151' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000124,,
993,attempt_201706092018_0024_m_000124_1151: Committed,,
994,Finished task 124.0 in stage 24.0 (TID 1151). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
995,File Output Committer Algorithm version is 1,,
996,File Output Committer Algorithm version is 1,,
997,File Output Committer Algorithm version is 1,,
998,File Output Committer Algorithm version is 1,,
999,Got assigned task 1155,16,Got assigned task <:NUM:>
1000,Running task 160.0 in stage 24.0 (TID 1155),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1001,"Times: total = 39, boot = -102, init = 141, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1002,"Times: total = 38, boot = -112, init = 150, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1003,"Times: total = 40, boot = -107, init = 147, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1004,"Times: total = 40, boot = -116, init = 156, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1005,Saved output of task 'attempt_201706092018_0024_m_000120_1145' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000120,,
1006,attempt_201706092018_0024_m_000120_1145: Committed,,
1007,Saved output of task 'attempt_201706092018_0024_m_000122_1147' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000122,,
1008,Saved output of task 'attempt_201706092018_0024_m_000121_1146' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000121,,
1009,attempt_201706092018_0024_m_000122_1147: Committed,,
1010,Saved output of task 'attempt_201706092018_0024_m_000123_1150' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000123,,
1011,attempt_201706092018_0024_m_000121_1146: Committed,,
1012,attempt_201706092018_0024_m_000123_1150: Committed,,
1013,Finished task 120.0 in stage 24.0 (TID 1145). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1014,Finished task 121.0 in stage 24.0 (TID 1146). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1015,Finished task 122.0 in stage 24.0 (TID 1147). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1016,Finished task 123.0 in stage 24.0 (TID 1150). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1017,Got assigned task 1156,16,Got assigned task <:NUM:>
1018,Running task 161.0 in stage 24.0 (TID 1156),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1019,Got assigned task 1157,16,Got assigned task <:NUM:>
1020,Got assigned task 1158,16,Got assigned task <:NUM:>
1021,Running task 162.0 in stage 24.0 (TID 1157),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1022,Running task 163.0 in stage 24.0 (TID 1158),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1023,Got assigned task 1159,16,Got assigned task <:NUM:>
1024,Running task 164.0 in stage 24.0 (TID 1159),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1025,Found block rdd_26_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1026,Found block rdd_26_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1027,Found block rdd_26_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1028,Found block rdd_26_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1029,Found block rdd_26_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1030,"Times: total = 38, boot = -62, init = 100, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1031,File Output Committer Algorithm version is 1,,
1032,Saved output of task 'attempt_201706092018_0024_m_000160_1155' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000160,,
1033,attempt_201706092018_0024_m_000160_1155: Committed,,
1034,Finished task 160.0 in stage 24.0 (TID 1155). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1035,"Times: total = 38, boot = -45, init = 83, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1036,"Times: total = 38, boot = -37, init = 75, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1037,File Output Committer Algorithm version is 1,,
1038,File Output Committer Algorithm version is 1,,
1039,Saved output of task 'attempt_201706092018_0024_m_000163_1158' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000163,,
1040,attempt_201706092018_0024_m_000163_1158: Committed,,
1041,Saved output of task 'attempt_201706092018_0024_m_000164_1159' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000164,,
1042,attempt_201706092018_0024_m_000164_1159: Committed,,
1043,Finished task 163.0 in stage 24.0 (TID 1158). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1044,Finished task 164.0 in stage 24.0 (TID 1159). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1045,"Times: total = 37, boot = -54, init = 91, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1046,"Times: total = 37, boot = -62, init = 99, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1047,File Output Committer Algorithm version is 1,,
1048,File Output Committer Algorithm version is 1,,
1049,Saved output of task 'attempt_201706092018_0024_m_000162_1157' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000162,,
1050,attempt_201706092018_0024_m_000162_1157: Committed,,
1051,Saved output of task 'attempt_201706092018_0024_m_000161_1156' to hdfs://10.10.34.11:9000/pjhe/test/1/_temporary/0/task_201706092018_0024_m_000161,,
1052,attempt_201706092018_0024_m_000161_1156: Committed,,
1053,Finished task 162.0 in stage 24.0 (TID 1157). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1054,Finished task 161.0 in stage 24.0 (TID 1156). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1055,Got assigned task 1166,16,Got assigned task <:NUM:>
1056,Got assigned task 1180,16,Got assigned task <:NUM:>
1057,Running task 0.0 in stage 25.0 (TID 1166),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1058,Running task 1.0 in stage 25.0 (TID 1180),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1059,Got assigned task 1194,16,Got assigned task <:NUM:>
1060,Running task 2.0 in stage 25.0 (TID 1194),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1061,Got assigned task 1198,16,Got assigned task <:NUM:>
1062,Running task 3.0 in stage 25.0 (TID 1198),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1063,Got assigned task 1199,16,Got assigned task <:NUM:>
1064,Running task 4.0 in stage 25.0 (TID 1199),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1065,Started reading broadcast variable 34,18,Started reading broadcast variable <:NUM:>
1066,"Block broadcast_34_piece0 stored as bytes in memory (estimated size 28.8 KB, free 515.7 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1067,Reading broadcast variable 34 took 9 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
1068,"Block broadcast_34 stored as values in memory (estimated size 77.4 KB, free 593.1 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1069,Found block rdd_30_4 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1070,Found block rdd_30_3 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1071,Found block rdd_30_2 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1072,Found block rdd_30_1 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1073,Found block rdd_30_0 locally,31,Found block rdd <:NUM:> <:NUM:> locally
1074,File Output Committer Algorithm version is 1,,
1075,File Output Committer Algorithm version is 1,,
1076,File Output Committer Algorithm version is 1,,
1077,"Times: total = 38, boot = -727, init = 765, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1078,File Output Committer Algorithm version is 1,,
1079,File Output Committer Algorithm version is 1,,
1080,"Times: total = 41, boot = -707, init = 748, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1081,"Times: total = 39, boot = -700, init = 739, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1082,"Times: total = 39, boot = -690, init = 729, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1083,"Times: total = 41, boot = -699, init = 740, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1084,Saved output of task 'attempt_201706092018_0025_m_000004_1199' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000004,,
1085,attempt_201706092018_0025_m_000004_1199: Committed,,
1086,Finished task 4.0 in stage 25.0 (TID 1199). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1087,Saved output of task 'attempt_201706092018_0025_m_000003_1198' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000003,,
1088,attempt_201706092018_0025_m_000003_1198: Committed,,
1089,Saved output of task 'attempt_201706092018_0025_m_000000_1166' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000000,,
1090,attempt_201706092018_0025_m_000000_1166: Committed,,
1091,Saved output of task 'attempt_201706092018_0025_m_000002_1194' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000002,,
1092,Saved output of task 'attempt_201706092018_0025_m_000001_1180' to hdfs://10.10.34.11:9000/pjhe/test/2/_temporary/0/task_201706092018_0025_m_000001,,
1093,attempt_201706092018_0025_m_000002_1194: Committed,,
1094,attempt_201706092018_0025_m_000001_1180: Committed,,
1095,Finished task 3.0 in stage 25.0 (TID 1198). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1096,Finished task 0.0 in stage 25.0 (TID 1166). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1097,Finished task 2.0 in stage 25.0 (TID 1194). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1098,Finished task 1.0 in stage 25.0 (TID 1180). 2364 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1099,Got assigned task 1200,16,Got assigned task <:NUM:>
1100,Got assigned task 1201,16,Got assigned task <:NUM:>
1101,Running task 0.0 in stage 26.0 (TID 1200),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1102,Running task 1.0 in stage 26.0 (TID 1201),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1103,Got assigned task 1202,16,Got assigned task <:NUM:>
1104,Running task 2.0 in stage 26.0 (TID 1202),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1105,Got assigned task 1203,16,Got assigned task <:NUM:>
1106,Running task 3.0 in stage 26.0 (TID 1203),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1107,Got assigned task 1204,16,Got assigned task <:NUM:>
1108,Running task 4.0 in stage 26.0 (TID 1204),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1109,Started reading broadcast variable 37,18,Started reading broadcast variable <:NUM:>
1110,"Block broadcast_37_piece0 stored as bytes in memory (estimated size 5.2 KB, free 569.5 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1111,Reading broadcast variable 37 took 14 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
1112,"Block broadcast_37 stored as values in memory (estimated size 8.8 KB, free 500.9 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1113,"Partition rdd_42_0 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1114,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:0+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1115,Started reading broadcast variable 36,18,Started reading broadcast variable <:NUM:>
1116,"Partition rdd_42_4 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1117,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:29168+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1118,"Partition rdd_42_3 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1119,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:21876+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1120,"Partition rdd_42_2 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1121,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:14584+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1122,"Partition rdd_42_1 not found, computing it",22,"Partition rdd <:NUM:> <:NUM:> not found, computing it"
1123,Input split: hdfs://10.10.34.11:9000/pjhe/logs/2kSOSP.log:7292+7292,23,Input split: hdfs://<:IP:>:<:NUM:>/pjhe/logs/2kSOSP.log:<:NUM:>+<:NUM:>
1124,"Block broadcast_36_piece0 stored as bytes in memory (estimated size 21.4 KB, free 522.3 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1125,Reading broadcast variable 36 took 11 ms,20,Reading broadcast variable <:NUM:> took <:NUM:> ms
1126,"Block broadcast_36 stored as values in memory (estimated size 281.6 KB, free 803.9 KB)",21,Block broadcast <:NUM:> stored as values in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1127,"Times: total = 47, boot = -8758, init = 8800, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1128,"Block rdd_42_0 stored as bytes in memory (estimated size 913.0 B, free 804.8 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1129,"Times: total = 55, boot = -8764, init = 8814, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1130,"Times: total = 55, boot = -8768, init = 8818, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1131,"Times: total = 59, boot = -8772, init = 8826, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1132,"Times: total = 60, boot = -8772, init = 8827, finish = 5",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1133,"Block rdd_42_4 stored as bytes in memory (estimated size 890.0 B, free 805.7 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1134,"Block rdd_42_2 stored as bytes in memory (estimated size 850.0 B, free 806.5 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1135,"Block rdd_42_1 stored as bytes in memory (estimated size 935.0 B, free 807.4 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1136,"Block rdd_42_3 stored as bytes in memory (estimated size 930.0 B, free 808.4 KB)",19,Block <:*:> <:NUM:> <:*:> stored as bytes in memory (estimated size <:NUM:>.<:NUM:> <:*:> free <:NUM:>.<:NUM:> KB)
1137,"Times: total = 42, boot = 25, init = 16, finish = 1",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
1138,Finished task 0.0 in stage 26.0 (TID 1200). 2703 bytes result sent to driver,30,Finished task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>). <:NUM:> bytes result sent to driver
1139,Got assigned task 1205,16,Got assigned task <:NUM:>
1140,Running task 5.0 in stage 26.0 (TID 1205),17,Running task <:NUM:>.<:NUM:> in stage <:NUM:>.<:NUM:> (TID <:NUM:>)
1141,"Times: total = 41, boot = 21, init = 20, finish = 0",29,"Times: total = <:NUM:>, boot = <:NUM:>, init = <:NUM:>, finish = <:NUM:>"
